trade_id,status,mode,strategy_profile,token,token_mint,entry_time,exit_time,entry_price_usd,exit_price_usd,last_price_usd,stake_usd,quantity,realized_pnl_usd,realized_return_pct,exit_reason,entry_signal_type,confidence_score,execution_confidence_score,price_source_provider,price_source_exchange,price_source_pair_address,price_source_url,price_source_chain,last_price_source_provider,last_price_source_exchange,last_price_source_pair_address,last_price_source_url,last_price_source_chain
067ab79d-32f4-4f85-9eef-e6a3ce5ee0d3,closed,paper,balanced,UMBRA,PRVT6TB7uss3FrUd2D9xs2zqDBsa3GbMJMwCQsgmeta,2026-05-28T14:06:32.101642+00:00,2026-05-29T13:07:06.421000+00:00,0.4216,0.5208,0.5208,250.0,592.9791271347,53.24,21.29,take_profit,price_surge,75.7,63.7,signal_payload:baseline_price_usd,metadao,,,,dexscreener,metadao,BLkBSE96kQys7SrMioKxeMiVbeo4Ckk2Y4n1JphKxYnv,https://dexscreener.com/solana/blkbse96kqys7srmiokxemivbeo4ckk2y4n1jphkxynv,solana
95b4d50f-c09a-4dc7-84b8-17e3bc2648dd,closed,paper,balanced,NOS,nosXBVoaCTtYdLvKY6Csb4AC8JCdQKKAaWYtx2ZMoo7,2026-05-29T09:42:20.279540+00:00,2026-05-29T13:04:46.159000+00:00,0.4224,0.3882,0.3882,250.0,591.8560606061,-22.64,-9.06,stoploss,price_surge,76.3,64.3,signal_payload:baseline_price_usd,raydium,,,,dexscreener,raydium,3GkFzURGWNWyErnjQvnkZpgcLnNocjnRwvMYXiVDiVQk,https://dexscreener.com/solana/3gkfzurgwnwyernjqvnkzpgclnnocjnrwvmyxivdivqk,solana
b7746413-3740-4083-9354-dba4fb700227,closed,paper,balanced,Ban,9PR7nCP9DpcUotnDPVLUBUZKu5WAYkwrCUx9wDnSpump,2026-05-29T11:48:52.889992+00:00,2026-05-29T11:48:15.661000+00:00,0.08181,0.0697,0.0697,250.0,3055.8611416697,-39.32,-15.73,stoploss,price_surge,78.1,66.1,signal_payload:baseline_price_usd,raydium,,,,dexscreener,raydium,DmAsjXoceoL5vTKZbYpTpXPo7MKm16FMfNMm3PJFiUha,https://dexscreener.com/solana/dmasjxoceol5vtkzbyptpxpo7mkm16fmfnmm3pjfiuha,solana
e12af61d-0000-46d7-9207-e40e23256159,closed,paper,momentum,Ban,9PR7nCP9DpcUotnDPVLUBUZKu5WAYkwrCUx9wDnSpump,2026-05-29T11:48:52.890245+00:00,2026-05-29T11:48:15.661000+00:00,0.08181,0.0697,0.0697,250.0,3055.8611416697,-39.32,-15.73,stoploss,price_surge,78.1,66.1,signal_payload:baseline_price_usd,raydium,,,,dexscreener,raydium,DmAsjXoceoL5vTKZbYpTpXPo7MKm16FMfNMm3PJFiUha,https://dexscreener.com/solana/dmasjxoceol5vtkzbyptpxpo7mkm16fmfnmm3pjfiuha,solana
2dc3353c-c643-4250-8385-59e30e1236cf,closed,paper,balanced,锄头,ohAmP55kr1M5h7EWNskQaBMV8FAPsvKRKbRmHfWpump,2026-05-29T11:11:07.689672+00:00,2026-05-29T11:34:00.664000+00:00,0.0002276,0.0002691,0.0002691,250.0,1098418.2776801407,42.86,17.14,take_profit,price_surge,78.0,66.0,signal_payload:baseline_price_usd,pumpswap,,,,dexscreener,pumpswap,HAm64LByiP6wuk3vU5zTBB9fZy1cDAXUEaSrXLEWx8br,https://dexscreener.com/solana/ham64lbyip6wuk3vu5ztbb9fzy1cdaxueasrxlewx8br,solana
7041979b-bf9d-49c0-97a2-d5026df8b04a,closed,paper,momentum,锄头,ohAmP55kr1M5h7EWNskQaBMV8FAPsvKRKbRmHfWpump,2026-05-29T11:11:07.689838+00:00,2026-05-29T11:19:05.449000+00:00,0.0002276,0.0002115,0.0002115,250.0,1098418.2776801407,-20.1,-8.04,stoploss,price_surge,78.0,66.0,signal_payload:baseline_price_usd,pumpswap,,,,dexscreener,pumpswap,HAm64LByiP6wuk3vU5zTBB9fZy1cDAXUEaSrXLEWx8br,https://dexscreener.com/solana/ham64lbyip6wuk3vu5ztbb9fzy1cdaxueasrxlewx8br,solana
ad34e140-39f0-4cf9-86db-0d192b9ce2fd,closed,paper,ai_curated,PAYNE,4TWm7LhQo9VLTHNrNFRBH8Wi7AhLiJudz1NxLP2EXaft,2026-05-29T10:11:06.260709+00:00,2026-05-29T10:43:09.681000+00:00,0.0005013,0.000427,0.000427,30.0,59844.4045481747,-4.72,-15.75,stoploss,smart_buy,99.0,99.0,unknown,,,,,dexscreener,pumpswap,2EEwxk8fVBy3khquUYp886tHvSuSvFFq6Mhg9n5rSrm1,https://dexscreener.com/solana/2eewxk8fvby3khquuyp886thvsusvffq6mhg9n5rsrm1,solana
1c33239e-8fa5-42c2-8921-6e4f30776900,closed,paper,balanced,ALIENS,C9UM3Bf43GDHMi4wM3BkqpqQ3DovYn8hqTfx21zipump,2026-05-29T09:59:44.801753+00:00,2026-05-29T10:20:46.245000+00:00,0.0001985,0.0002431,0.0002431,250.0,1259445.8438287154,53.39,21.36,take_profit,price_surge,77.8,65.8,signal_payload:baseline_price_usd,pumpswap,,,,dexscreener,pumpswap,5xa29ffmANcT7J7LX47pqDEK51DhukALcP8H9Dz8R6dP,https://dexscreener.com/solana/5xa29ffmanct7j7lx47pqdek51dhukalcp8h9dz8r6dp,solana
2ac853ad-684a-4dfd-ab2e-430846a1ad87,closed,paper,momentum,ALIENS,C9UM3Bf43GDHMi4wM3BkqpqQ3DovYn8hqTfx21zipump,2026-05-29T09:59:44.801980+00:00,2026-05-29T10:20:46.245000+00:00,0.0001985,0.0002431,0.0002431,250.0,1259445.8438287154,53.39,21.36,take_profit,price_surge,77.8,65.8,signal_payload:baseline_price_usd,pumpswap,,,,dexscreener,pumpswap,5xa29ffmANcT7J7LX47pqDEK51DhukALcP8H9Dz8R6dP,https://dexscreener.com/solana/5xa29ffmanct7j7lx47pqdek51dhukalcp8h9dz8r6dp,solana
938391ba-2b11-400e-929c-67f24988d477,closed,paper,ai_curated,CIA,xZdRgTtzaaAkvwfaYGv5JDsh6hkBjosLScAvK3opump,2026-05-29T02:19:36.034938+00:00,2026-05-29T10:20:46.245000+00:00,1.68e-06,1.654e-06,1.654e-06,37.5,22321428.57142857,-0.95,-2.54,max_hold,smart_buy,99.0,99.0,unknown,,,,,dexscreener,pumpswap,CdYL5JKULDTAHMEetmRjUvYRGUeTecWhkk3gPzMGYW8z,https://dexscreener.com/solana/cdyl5jkuldtahmeetmrjuvyrguetecwhkk3gpzmgyw8z,solana
