trade_id,status,mode,strategy_profile,token,token_mint,entry_time,exit_time,entry_price_usd,exit_price_usd,last_price_usd,stake_usd,quantity,realized_pnl_usd,realized_return_pct,exit_reason,entry_signal_type,confidence_score,execution_confidence_score,price_source_provider,price_source_exchange,price_source_pair_address,price_source_url,price_source_chain,last_price_source_provider,last_price_source_exchange,last_price_source_pair_address,last_price_source_url,last_price_source_chain
067ab79d-32f4-4f85-9eef-e6a3ce5ee0d3,closed,paper,balanced,UMBRA,PRVT6TB7uss3FrUd2D9xs2zqDBsa3GbMJMwCQsgmeta,2026-05-28T14:06:32.101642+00:00,2026-05-29T13:07:06.421000+00:00,0.4216,0.5208,0.5208,250.0,592.9791271347,53.24,21.29,take_profit,price_surge,75.7,63.7,signal_payload:baseline_price_usd,metadao,,,,dexscreener,metadao,BLkBSE96kQys7SrMioKxeMiVbeo4Ckk2Y4n1JphKxYnv,https://dexscreener.com/solana/blkbse96kqys7srmiokxemivbeo4ckk2y4n1jphkxynv,solana
95b4d50f-c09a-4dc7-84b8-17e3bc2648dd,closed,paper,balanced,NOS,nosXBVoaCTtYdLvKY6Csb4AC8JCdQKKAaWYtx2ZMoo7,2026-05-29T09:42:20.279540+00:00,2026-05-29T13:04:46.159000+00:00,0.4224,0.3882,0.3882,250.0,591.8560606061,-22.64,-9.06,stoploss,price_surge,76.3,64.3,signal_payload:baseline_price_usd,raydium,,,,dexscreener,raydium,3GkFzURGWNWyErnjQvnkZpgcLnNocjnRwvMYXiVDiVQk,https://dexscreener.com/solana/3gkfzurgwnwyernjqvnkzpgclnnocjnrwvmyxivdivqk,solana
b7746413-3740-4083-9354-dba4fb700227,closed,paper,balanced,Ban,9PR7nCP9DpcUotnDPVLUBUZKu5WAYkwrCUx9wDnSpump,2026-05-29T11:48:52.889992+00:00,2026-05-29T11:48:15.661000+00:00,0.08181,0.0697,0.0697,250.0,3055.8611416697,-39.32,-15.73,stoploss,price_surge,78.1,66.1,signal_payload:baseline_price_usd,raydium,,,,dexscreener,raydium,DmAsjXoceoL5vTKZbYpTpXPo7MKm16FMfNMm3PJFiUha,https://dexscreener.com/solana/dmasjxoceol5vtkzbyptpxpo7mkm16fmfnmm3pjfiuha,solana
2dc3353c-c643-4250-8385-59e30e1236cf,closed,paper,balanced,锄头,ohAmP55kr1M5h7EWNskQaBMV8FAPsvKRKbRmHfWpump,2026-05-29T11:11:07.689672+00:00,2026-05-29T11:34:00.664000+00:00,0.0002276,0.0002691,0.0002691,250.0,1098418.2776801407,42.86,17.14,take_profit,price_surge,78.0,66.0,signal_payload:baseline_price_usd,pumpswap,,,,dexscreener,pumpswap,HAm64LByiP6wuk3vU5zTBB9fZy1cDAXUEaSrXLEWx8br,https://dexscreener.com/solana/ham64lbyip6wuk3vu5ztbb9fzy1cdaxueasrxlewx8br,solana
1c33239e-8fa5-42c2-8921-6e4f30776900,closed,paper,balanced,ALIENS,C9UM3Bf43GDHMi4wM3BkqpqQ3DovYn8hqTfx21zipump,2026-05-29T09:59:44.801753+00:00,2026-05-29T10:20:46.245000+00:00,0.0001985,0.0002431,0.0002431,250.0,1259445.8438287154,53.39,21.36,take_profit,price_surge,77.8,65.8,signal_payload:baseline_price_usd,pumpswap,,,,dexscreener,pumpswap,5xa29ffmANcT7J7LX47pqDEK51DhukALcP8H9Dz8R6dP,https://dexscreener.com/solana/5xa29ffmanct7j7lx47pqdek51dhukalcp8h9dz8r6dp,solana
ac8ccbcc-c136-4254-8d56-f0749620b5b5,closed,paper,balanced,ZINC,zinc155BS4mSPk8GXQj4R5hkVDQXcW253pTYq5SGyfi,2026-05-29T07:40:10.723964+00:00,2026-05-29T09:08:01.406000+00:00,9.95,11.76,11.76,250.0,25.1256281407,42.75,17.1,take_profit,price_surge,77.8,65.8,signal_payload:baseline_price_usd,meteora,,,,dexscreener,meteora,8s2ohDW1MQUdqcw4dFJVBfcLbjXD2KNBFe6kGCyfBwAy,https://dexscreener.com/solana/8s2ohdw1mqudqcw4dfjvbfclbjxd2knbfe6kgcyfbway,solana
6db68406-fa8f-45a6-9e4a-1009ecfa3c51,closed,paper,balanced,Goblin,3KHMZhpthXuiCcgfTv7vVu9PpEz64KAEURFwi6Lopump,2026-05-28T22:01:37.775213+00:00,2026-05-29T08:41:22.451000+00:00,0.007361,0.008474,0.008474,250.0,33962.7767966309,35.11,14.04,take_profit,price_surge,76.0,64.0,signal_payload:baseline_price_usd,pumpswap,,,,dexscreener,pumpswap,BJt1j9BqcGGHLmFMmCwYvD5aapSEut1MvFCR64xmrAYV,https://dexscreener.com/solana/bjt1j9bqcgghlmfmmcwyvd5aapseut1mvfcr64xmrayv,solana
8385648a-456d-459d-bdae-c31c5492ef17,closed,paper,balanced,PAYNE,4TWm7LhQo9VLTHNrNFRBH8Wi7AhLiJudz1NxLP2EXaft,2026-05-29T08:02:59.883487+00:00,2026-05-29T08:36:39.701000+00:00,0.0004827,0.0005565,0.0005565,250.0,517920.0331468821,35.53,14.21,take_profit,price_surge,79.3,67.3,signal_payload:baseline_price_usd,pumpswap,,,,dexscreener,pumpswap,2EEwxk8fVBy3khquUYp886tHvSuSvFFq6Mhg9n5rSrm1,https://dexscreener.com/solana/2eewxk8fvby3khquuyp886thvsusvffq6mhg9n5rsrm1,solana
4a4bc3f8-5932-4620-9473-0151cbbd889e,closed,paper,balanced,PAYNE,4TWm7LhQo9VLTHNrNFRBH8Wi7AhLiJudz1NxLP2EXaft,2026-05-29T03:26:14.615421+00:00,2026-05-29T03:35:30.002000+00:00,0.0004843,0.0004284,0.0004284,250.0,516208.9613875697,-31.21,-12.48,stoploss,price_surge,77.3,65.3,signal_payload:baseline_price_usd,pumpswap,,,,dexscreener,pumpswap,2EEwxk8fVBy3khquUYp886tHvSuSvFFq6Mhg9n5rSrm1,https://dexscreener.com/solana/2eewxk8fvby3khquuyp886thvsusvffq6mhg9n5rsrm1,solana
33b461eb-5016-49c8-a202-559f8e5f3532,closed,paper,balanced,WORLDCUP,33eum82LaAhtv5YkUq1BdwEviSErH5CnFxqVNLT5pump,2026-05-29T02:08:41.228254+00:00,2026-05-29T03:17:12.637000+00:00,0.005662,0.005196,0.005196,250.0,44154.0091840339,-22.97,-9.19,stoploss,price_surge,76.5,64.5,signal_payload:baseline_price_usd,meteora,,,,dexscreener,meteora,8UYCgRrxZc3XKY8PBJDSKubAUP4mpbxoj1EZJ7A5G9wy,https://dexscreener.com/solana/8uycgrrxzc3xky8pbjdskubaup4mpbxoj1ezj7a5g9wy,solana
