trade_id,status,mode,strategy_profile,token,token_mint,entry_time,exit_time,entry_price_usd,exit_price_usd,last_price_usd,stake_usd,quantity,realized_pnl_usd,realized_return_pct,exit_reason,entry_signal_type,confidence_score,execution_confidence_score,price_source_provider,price_source_exchange,price_source_pair_address,price_source_url,price_source_chain,last_price_source_provider,last_price_source_exchange,last_price_source_pair_address,last_price_source_url,last_price_source_chain
8c9fe50b-b4a0-4afe-bf08-32ad2bcf3687,closed,paper,balanced,CHILLHOUSE,GkyPYa7NnCFbduLknCfBfP7p8564X1VZhwZYJ6CZpump,2026-05-29T17:46:19.281840+00:00,2026-05-29T18:21:24.224000+00:00,0.002637,0.003069,0.003069,250.0,94804.7023132347,38.25,15.3,take_profit,price_surge,75.2,63.2,signal_payload:baseline_price_usd,pumpswap,,,,dexscreener,pumpswap,35TqQMeiRwEbK6FR5qiPwastuAAvo32VjnULJpxVSxUK,https://dexscreener.com/solana/35tqqmeirwebk6fr5qipwastuaavo32vjnuljpxvsxuk,solana
04f49462-9a76-4746-ba75-361ada014b9e,closed,paper,ai_curated,BUMPY,D7SRghz3tVyRKFFJX9SgqyzuS5qxBdKkq2hzJbgypump,2026-05-29T07:53:16.929442+00:00,2026-05-29T17:53:41.400000+00:00,1.931e-06,1.805e-06,1.805e-06,37.5,19419989.642672192,-2.81,-7.49,max_hold,smart_buy,99.0,99.0,unknown,,,,,dexscreener,pumpswap,ABhd1pkyDw4hAQN3UJShB7ErYkpV9aQw2rGLv1xhqE4w,https://dexscreener.com/solana/abhd1pkydw4haqn3ujshb7erykpv9aqw2rglv1xhqe4w,solana
517c79b4-ad17-4a0a-9c29-4921e6198906,closed,paper,balanced,TOESCOIN,6ehEcTMCc85aNF4x9CWx8HuvWGhxQtvKdhKVf2HDpump,2026-05-29T16:48:20.205683+00:00,2026-05-29T17:51:36.897000+00:00,0.01203,0.01097,0.01097,250.0,20781.3798836243,-24.42,-9.77,stoploss,price_surge,78.6,66.6,signal_payload:baseline_price_usd,pumpswap,,,,dexscreener,pumpswap,EE3zk9Fxp9guair2xeReFxf4TsEXeZFFuWETRna2PkcV,https://dexscreener.com/solana/ee3zk9fxp9guair2xerefxf4tsexezffuwetrna2pkcv,solana
992f16f6-91e1-4f0e-a04a-9c74a2762fcc,closed,paper,ai_curated,PAYNE,4TWm7LhQo9VLTHNrNFRBH8Wi7AhLiJudz1NxLP2EXaft,2026-05-29T16:23:41.846407+00:00,2026-05-29T17:29:41.112000+00:00,0.0003427,0.0002964,0.0002964,30.0,87540.1225561716,-4.33,-14.44,stoploss,smart_buy,99.0,99.0,unknown,,,,,dexscreener,pumpswap,2EEwxk8fVBy3khquUYp886tHvSuSvFFq6Mhg9n5rSrm1,https://dexscreener.com/solana/2eewxk8fvby3khquuyp886thvsusvffq6mhg9n5rsrm1,solana
7946d184-085f-40c1-8664-d53075c33513,closed,paper,momentum,TOESCOIN,6ehEcTMCc85aNF4x9CWx8HuvWGhxQtvKdhKVf2HDpump,2026-05-29T16:48:20.206814+00:00,2026-05-29T17:25:25.523000+00:00,0.01203,0.01116,0.01116,250.0,20781.3798836243,-20.49,-8.2,stoploss,price_surge,78.6,66.6,signal_payload:baseline_price_usd,pumpswap,,,,dexscreener,pumpswap,EE3zk9Fxp9guair2xeReFxf4TsEXeZFFuWETRna2PkcV,https://dexscreener.com/solana/ee3zk9fxp9guair2xerefxf4tsexezffuwetrna2pkcv,solana
cc298c14-250d-4a6a-8b2f-023a68e1e219,closed,paper,ai_curated,ZINC,zinc155BS4mSPk8GXQj4R5hkVDQXcW253pTYq5SGyfi,2026-05-29T14:28:51.209591+00:00,2026-05-29T17:10:22.649000+00:00,10.25,9.0084,9.0084,30.0,2.9268292683,-3.92,-13.05,stoploss,smart_buy,99.0,99.0,unknown,,,,,dexscreener,meteora,8s2ohDW1MQUdqcw4dFJVBfcLbjXD2KNBFe6kGCyfBwAy,https://dexscreener.com/solana/8s2ohdw1mqudqcw4dfjvbfclbjxd2knbfe6kgcyfbway,solana
35606458-8214-4c99-97a9-296f80189366,closed,paper,ai_curated,SQUIRE,EN2nnxrg8uUi6x2sJkzNPd2eT6rB9rdSoQNNaENA4RZA,2026-05-29T09:48:18.154758+00:00,2026-05-29T16:58:06.010000+00:00,0.005832,0.007632,0.007632,26.25,4501.0288065844,7.8,29.71,take_profit,smart_buy,99.0,99.0,unknown,,,,,dexscreener,pumpswap,4CPVihvjKUUsXq3HFrS8wniUKffbpDqz2h6jHKjeXoYD,https://dexscreener.com/solana/4cpvihvjkuusxq3hfrs8wniukffbpdqz2h6jhkjexoyd,solana
8645c3a2-0ff9-49f5-b8bf-2a9927e47d7c,closed,paper,balanced,锄头,ohAmP55kr1M5h7EWNskQaBMV8FAPsvKRKbRmHfWpump,2026-05-29T16:40:21.902064+00:00,2026-05-29T16:45:24.932000+00:00,6.889e-05,8.416e-05,8.416e-05,250.0,3628973.7262302223,52.64,21.05,take_profit,price_surge,75.2,63.2,signal_payload:baseline_price_usd,pumpswap,,,,dexscreener,pumpswap,HAm64LByiP6wuk3vU5zTBB9fZy1cDAXUEaSrXLEWx8br,https://dexscreener.com/solana/ham64lbyip6wuk3vu5ztbb9fzy1cdaxueasrxlewx8br,solana
d1afb8a2-87a8-4542-b19e-5fa75532da28,closed,paper,ai_curated,RICH,5hiLgyybrAYPpUwNFa38agfZ8iEtnahWKAPixcfspump,2026-05-29T03:49:58.956230+00:00,2026-05-29T15:47:34.637000+00:00,0.001231,0.001383,0.001383,30.0,24370.4305442729,3.39,11.29,max_hold,smart_buy,99.0,99.0,unknown,,,,,dexscreener,pumpswap,3hCWyGJyuvjxrgLvu6QQgrTeDWYfUvvdPNk6SHXiP1Hj,https://dexscreener.com/solana/3hcwygjyuvjxrglvu6qqgrtedwyfuvvdpnk6shxip1hj,solana
467deff1-7778-4c77-acc7-fc8627580f97,closed,paper,momentum,CARDS,CARDSccUMFKoPRZxt5vt3ksUbxEFEcnZ3H2pd3dKxYjp,2026-05-28T21:40:17.627592+00:00,2026-05-29T15:40:22.499000+00:00,0.1756,0.1695,0.1695,250.0,1423.6902050114,-11.14,-4.46,max_hold,price_surge,77.8,65.8,signal_payload:baseline_price_usd,raydium,,,,dexscreener,raydium,HnhpJPJgBG2KwniMTNW8cVBHvk1hFog3RC3kjnyc23tD,https://dexscreener.com/solana/hnhpjpjgbg2kwnimtnw8cvbhvk1hfog3rc3kjnyc23td,solana
